Pick,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,QBs in Final 9,RBs in Final 9,WRs in Final 9,TEs in Final 9,Average Points
9th,RB,RB,RB,RB,WR,QB,WR,TE,QB,0,0,8,1,1582.42042
9th,RB,RB,QB,WR,QB,RB,RB,WR,RB,0,0,7,2,1582.41528
6th,RB,QB,RB,WR,WR,WR,RB,RB,WR,1,1,4,3,1582.39784
9th,RB,WR,QB,WR,WR,RB,QB,TE,QB,0,4,4,1,1582.38138
1st,WR,WR,QB,RB,WR,QB,TE,WR,WR,0,6,2,1,1582.36516
4th,WR,RB,QB,RB,WR,WR,QB,RB,WR,0,2,5,2,1582.3526
4th,WR,WR,WR,QB,RB,WR,WR,WR,WR,1,6,0,2,1582.35196
1st,WR,WR,RB,RB,TE,QB,WR,WR,QB,0,4,4,1,1582.33946
6th,WR,WR,RB,QB,WR,QB,RB,RB,WR,0,2,5,2,1582.33364
6th,RB,WR,TE,TE,RB,WR,RB,WR,QB,1,3,5,0,1582.31578
1st,WR,RB,TE,QB,WR,QB,TE,RB,WR,0,4,5,0,1582.31082
12th,WR,RB,RB,TE,RB,RB,WR,QB,RB,1,1,6,1,1582.30088
6th,RB,QB,QB,RB,WR,WR,RB,WR,RB,0,1,6,2,1582.29786
12th,WR,RB,TE,RB,RB,TE,RB,QB,RB,1,1,7,0,1582.28892
12th,WR,WR,WR,TE,QB,RB,WR,RB,RB,1,3,4,1,1582.28634
6th,RB,WR,WR,RB,TE,QB,WR,TE,TE,1,3,5,0,1582.27832
4th,WR,RB,RB,WR,WR,QB,TE,WR,QB,0,4,4,1,1582.27382
9th,RB,RB,TE,WR,QB,WR,RB,WR,QB,0,3,5,1,1582.23486
6th,RB,RB,RB,WR,WR,WR,TE,WR,WR,2,2,4,1,1582.21686
6th,RB,RB,RB,QB,TE,WR,WR,TE,WR,1,1,7,0,1582.20698
6th,WR,RB,TE,RB,WR,WR,QB,RB,RB,1,3,4,1,1582.20434
4th,RB,RB,RB,RB,WR,WR,QB,TE,WR,1,0,6,2,1582.19736
12th,WR,WR,TE,WR,QB,WR,RB,WR,WR,1,6,1,1,1582.19582
4th,WR,RB,RB,TE,WR,WR,QB,RB,WR,1,2,5,1,1582.19338
12th,WR,QB,RB,RB,WR,WR,QB,RB,WR,0,2,5,2,1582.17614
4th,RB,RB,WR,WR,RB,WR,TE,TE,RB,2,1,6,0,1582.16854
6th,RB,RB,RB,TE,WR,QB,WR,WR,QB,0,1,7,1,1582.1378
4th,RB,WR,QB,RB,QB,WR,RB,WR,WR,0,2,5,2,1582.12398
6th,WR,TE,QB,RB,WR,WR,TE,QB,WR,0,6,3,0,1582.11278
9th,RB,WR,QB,TE,WR,RB,RB,WR,QB,0,2,6,1,1582.10606
1st,RB,RB,TE,WR,RB,WR,TE,TE,QB,1,2,6,0,1582.08128
1st,WR,WR,RB,TE,QB,WR,RB,WR,RB,1,2,5,1,1582.07452
1st,WR,WR,WR,WR,QB,RB,TE,RB,WR,1,3,4,1,1582.05776
4th,RB,WR,WR,RB,WR,WR,QB,WR,TE,1,3,3,2,1582.05146
12th,WR,WR,RB,RB,WR,TE,WR,RB,WR,3,3,2,1,1582.05072
12th,WR,RB,TE,WR,QB,QB,TE,QB,WR,0,5,4,0,1582.03488
9th,WR,RB,TE,RB,WR,QB,QB,WR,WR,0,5,3,1,1582.0324
9th,WR,WR,WR,WR,WR,TE,RB,QB,QB,0,6,2,1,1582.02764
12th,WR,WR,TE,RB,QB,QB,WR,RB,QB,0,3,4,2,1582.0178
12th,RB,WR,WR,WR,QB,TE,TE,QB,WR,0,6,3,0,1582
12th,WR,QB,RB,RB,TE,RB,WR,QB,WR,0,3,5,1,1582
1st,RB,RB,TE,QB,RB,TE,RB,RB,QB,0,0,9,0,1582
4th,RB,WR,WR,WR,QB,RB,TE,QB,WR,1,3,4,1,1582
6th,RB,RB,WR,WR,RB,WR,WR,QB,QB,0,1,5,3,1582
4th,RB,WR,WR,WR,QB,RB,WR,WR,TE,1,4,3,1,1582
9th,RB,RB,RB,WR,WR,QB,WR,WR,QB,0,0,6,3,1582
6th,RB,WR,WR,WR,WR,TE,WR,QB,WR,1,5,2,1,1582
12th,RB,RB,RB,WR,QB,WR,WR,WR,RB,1,0,5,3,1582
12th,WR,WR,WR,RB,TE,RB,QB,RB,QB,0,4,4,1,1582
4th,WR,RB,WR,RB,QB,WR,RB,WR,RB,0,2,3,4,1582
9th,WR,WR,WR,QB,WR,WR,TE,TE,QB,0,9,0,0,1582
9th,WR,WR,RB,QB,RB,WR,TE,QB,TE,0,5,3,1,1582
9th,RB,WR,WR,WR,QB,RB,WR,WR,TE,1,4,3,1,1582
12th,RB,RB,TE,WR,WR,QB,WR,RB,WR,1,2,5,1,1582
4th,RB,WR,WR,WR,TE,RB,QB,RB,WR,1,3,4,1,1582
6th,RB,WR,WR,WR,WR,RB,WR,QB,TE,1,4,3,1,1582
12th,RB,RB,WR,WR,WR,TE,QB,WR,QB,0,3,4,2,1582
4th,RB,WR,WR,QB,WR,TE,WR,RB,QB,0,3,4,2,1582
9th,RB,WR,WR,TE,WR,WR,TE,QB,QB,0,6,3,0,1582
4th,RB,RB,WR,RB,TE,QB,QB,QB,WR,0,4,5,0,1582
4th,RB,WR,WR,WR,WR,QB,TE,QB,TE,0,6,3,0,1582
12th,WR,RB,RB,WR,RB,WR,WR,QB,WR,2,4,1,2,1582
12th,WR,WR,RB,RB,WR,RB,WR,QB,RB,1,1,5,2,1582
12th,WR,RB,RB,QB,QB,WR,RB,TE,QB,0,2,5,2,1582
9th,RB,WR,WR,WR,QB,RB,RB,WR,TE,1,3,4,1,1582
1st,RB,WR,WR,WR,WR,RB,QB,TE,WR,1,4,3,1,1582
6th,RB,RB,RB,QB,WR,WR,WR,WR,WR,2,0,5,2,1582
4th,RB,RB,WR,QB,RB,QB,QB,WR,TE,1,2,5,1,1582
6th,WR,WR,WR,WR,WR,WR,WR,TE,TE,3,6,0,0,1582
9th,RB,WR,WR,WR,WR,RB,WR,WR,QB,2,2,3,2,1582
12th,WR,RB,RB,RB,QB,TE,TE,QB,TE,0,4,5,0,1582
4th,WR,WR,WR,RB,WR,QB,TE,RB,RB,1,4,3,1,1582
4th,WR,TE,WR,QB,WR,RB,RB,WR,QB,0,5,4,0,1582
9th,WR,WR,WR,RB,WR,QB,TE,QB,RB,0,3,4,2,1582
9th,RB,WR,RB,QB,WR,RB,TE,TE,WR,0,2,7,0,1582
1st,RB,RB,TE,RB,WR,RB,QB,WR,QB,0,2,6,1,1581.96106
12th,WR,RB,RB,WR,RB,WR,QB,RB,TE,1,2,5,1,1581.95972
9th,RB,WR,QB,WR,TE,RB,WR,RB,WR,1,3,4,1,1581.9564
1st,RB,WR,QB,TE,RB,RB,TE,WR,WR,1,3,5,0,1581.94514
6th,WR,WR,WR,TE,QB,RB,RB,WR,WR,1,3,4,1,1581.93752
1st,TE,WR,RB,WR,WR,RB,WR,RB,QB,1,3,4,1,1581.92812
12th,TE,RB,QB,RB,WR,WR,RB,QB,WR,0,2,6,1,1581.89974
4th,RB,QB,WR,RB,WR,TE,RB,WR,WR,1,2,5,1,1581.89938
4th,RB,RB,QB,RB,QB,WR,WR,WR,RB,0,1,5,3,1581.88226
1st,RB,WR,WR,TE,TE,WR,WR,RB,RB,2,3,4,0,1581.87216
4th,RB,WR,RB,QB,TE,QB,WR,WR,RB,0,3,5,1,1581.8684
4th,RB,WR,WR,RB,RB,WR,QB,WR,RB,1,2,4,2,1581.8576
1st,WR,QB,WR,WR,WR,RB,RB,TE,TE,1,3,5,0,1581.85042
9th,RB,RB,RB,TE,WR,QB,WR,WR,WR,1,2,5,1,1581.84638
1st,RB,RB,RB,TE,QB,WR,QB,WR,WR,0,1,7,1,1581.83924
6th,RB,RB,TE,WR,WR,RB,QB,TE,RB,1,1,7,0,1581.8333
9th,WR,WR,QB,RB,QB,RB,WR,WR,WR,0,5,2,2,1581.80672
6th,RB,RB,RB,TE,WR,WR,WR,QB,WR,1,2,5,1,1581.7898
9th,RB,WR,QB,TE,WR,TE,WR,QB,RB,0,3,6,0,1581.78498
6th,WR,QB,RB,WR,TE,WR,RB,WR,QB,0,4,4,1,1581.78178
6th,RB,WR,QB,RB,WR,QB,WR,RB,WR,0,2,5,2,1581.77802
4th,RB,RB,RB,WR,WR,WR,QB,QB,TE,0,1,7,1,1581.7589
4th,RB,RB,RB,TE,WR,QB,WR,WR,QB,0,1,7,1,1581.74868
9th,WR,RB,QB,WR,WR,QB,TE,QB,WR,0,4,4,1,1581.69714
1st,WR,WR,WR,RB,WR,RB,TE,WR,QB,1,3,4,1,1581.69368
12th,WR,RB,WR,RB,TE,QB,WR,WR,RB,1,3,4,1,1581.66634
12th,RB,WR,TE,RB,RB,WR,QB,QB,RB,0,3,5,1,1581.64782
12th,WR,RB,TE,WR,WR,RB,WR,QB,RB,1,2,5,1,1581.6366
1st,TE,WR,QB,WR,TE,WR,RB,RB,QB,0,4,5,0,1581.61946
1st,WR,WR,RB,TE,WR,QB,WR,RB,RB,1,2,5,1,1581.61872
6th,WR,WR,TE,RB,WR,QB,QB,TE,RB,0,6,3,0,1581.577
1st,RB,RB,RB,WR,QB,RB,WR,WR,TE,1,1,6,1,1581.5688
1st,WR,RB,RB,WR,QB,QB,TE,QB,WR,0,3,5,1,1581.55944
6th,RB,RB,WR,QB,RB,WR,RB,RB,QB,0,0,7,2,1581.55478
4th,RB,RB,QB,QB,RB,WR,TE,RB,WR,0,1,6,2,1581.53252
4th,WR,RB,TE,WR,QB,RB,RB,TE,WR,1,4,4,0,1581.52682
1st,WR,WR,WR,RB,RB,QB,TE,RB,WR,2,3,3,1,1581.4925
6th,WR,RB,TE,RB,RB,WR,QB,RB,RB,1,1,6,1,1581.48452
1st,WR,RB,QB,WR,WR,RB,WR,QB,RB,0,2,5,2,1581.4594
6th,WR,WR,WR,WR,TE,QB,RB,RB,WR,1,3,4,1,1581.45602
1st,WR,RB,TE,WR,WR,WR,QB,RB,WR,1,4,3,1,1581.44702
12th,RB,RB,QB,WR,WR,RB,RB,TE,WR,1,0,7,1,1581.43724
1st,RB,WR,RB,TE,RB,WR,WR,QB,WR,1,2,5,1,1581.43486
4th,WR,WR,WR,QB,RB,TE,WR,RB,QB,0,4,4,1,1581.42764
12th,WR,RB,WR,RB,QB,QB,TE,TE,RB,0,2,6,1,1581.42684
6th,RB,WR,QB,RB,TE,QB,WR,WR,RB,0,3,5,1,1581.40626
6th,WR,QB,RB,WR,WR,QB,TE,WR,RB,0,5,3,1,1581.40098
4th,WR,WR,RB,WR,QB,TE,WR,RB,RB,1,2,4,2,1581.39466
4th,WR,RB,TE,WR,RB,QB,TE,QB,WR,0,4,5,0,1581.39036
12th,RB,RB,TE,RB,WR,WR,QB,WR,RB,1,1,6,1,1581.35336
12th,WR,QB,WR,QB,RB,WR,WR,TE,RB,0,5,3,1,1581.35094
12th,WR,RB,RB,QB,QB,QB,TE,TE,RB,0,2,7,0,1581.32842
12th,WR,RB,WR,QB,RB,QB,WR,WR,TE,0,4,4,1,1581.32466
9th,RB,WR,TE,QB,QB,RB,RB,WR,WR,0,1,7,1,1581.29802
6th,RB,WR,WR,QB,RB,RB,WR,WR,RB,1,1,5,2,1581.28032
12th,RB,RB,RB,WR,WR,WR,QB,WR,TE,1,1,6,1,1581.27884
6th,WR,WR,WR,TE,WR,QB,RB,RB,WR,1,3,3,2,1581.27586
4th,RB,WR,QB,TE,QB,WR,QB,RB,WR,0,3,5,1,1581.27096
12th,WR,WR,WR,WR,WR,QB,RB,TE,QB,0,6,2,1,1581.26154
9th,RB,RB,RB,QB,QB,TE,WR,WR,WR,0,1,7,1,1581.25866
1st,RB,QB,WR,RB,WR,RB,TE,WR,RB,1,2,5,1,1581.2565
6th,RB,WR,QB,QB,WR,RB,WR,WR,TE,0,4,3,2,1581.24472
12th,WR,WR,WR,RB,TE,QB,WR,TE,RB,1,4,4,0,1581.23914
9th,RB,RB,WR,TE,WR,RB,WR,QB,WR,1,1,6,1,1581.23526
1st,WR,WR,WR,QB,TE,RB,RB,WR,WR,1,4,3,1,1581.22748
4th,WR,RB,TE,WR,WR,WR,QB,RB,WR,1,3,4,1,1581.22654
1st,RB,RB,RB,QB,QB,WR,TE,WR,WR,0,2,5,2,1581.20984
1st,RB,WR,RB,TE,WR,WR,WR,RB,RB,2,2,4,1,1581.20582
12th,RB,WR,WR,RB,RB,QB,QB,TE,WR,0,2,6,1,1581.20148
4th,RB,RB,RB,RB,QB,WR,WR,WR,TE,1,0,6,2,1581.19178
6th,RB,WR,WR,RB,RB,WR,TE,RB,WR,2,2,4,1,1581.172
1st,WR,RB,TE,WR,RB,WR,QB,RB,TE,1,2,6,0,1581.17022
1st,WR,RB,TE,WR,RB,WR,QB,RB,TE,1,4,4,0,1581.16136
1st,RB,QB,QB,RB,WR,WR,RB,WR,RB,0,1,6,2,1581.14866
1st,WR,TE,WR,RB,WR,QB,QB,WR,TE,0,6,3,0,1581.12038
4th,RB,WR,QB,QB,WR,TE,WR,RB,WR,0,3,5,1,1581.09582
6th,RB,RB,WR,WR,WR,TE,RB,WR,RB,2,1,5,1,1581.08944
12th,WR,RB,TE,WR,RB,TE,RB,QB,RB,1,3,5,0,1581.089
12th,RB,RB,TE,QB,WR,RB,QB,RB,WR,0,1,7,1,1581.08792
6th,WR,RB,TE,RB,WR,QB,QB,WR,WR,0,5,3,1,1581.08486
12th,WR,WR,RB,TE,TE,WR,RB,QB,WR,1,3,5,0,1581.0729
1st,RB,RB,RB,WR,TE,RB,WR,QB,WR,1,2,5,1,1581.06506
9th,RB,RB,RB,WR,QB,RB,TE,WR,QB,0,1,7,1,1581.05808
9th,RB,RB,QB,RB,WR,RB,WR,WR,RB,1,0,6,2,1581.05268
1st,WR,WR,WR,WR,WR,WR,WR,TE,RB,2,6,0,1,1581.05056
6th,WR,WR,WR,WR,QB,RB,TE,RB,WR,1,3,4,1,1581.0449
9th,RB,RB,QB,RB,WR,RB,TE,WR,WR,1,2,5,1,1581.03658
6th,WR,RB,WR,TE,QB,TE,RB,QB,TE,0,4,5,0,1581.02908
6th,RB,RB,RB,WR,WR,QB,TE,WR,RB,1,2,5,1,1581.01928
4th,RB,RB,RB,TE,WR,QB,WR,WR,WR,1,2,5,1,1581.0099
6th,RB,RB,RB,WR,WR,QB,WR,WR,WR,1,2,4,2,1581.0064
1st,RB,RB,RB,WR,WR,RB,QB,TE,WR,1,0,7,1,1581.0009
6th,RB,WR,TE,QB,TE,QB,WR,WR,WR,0,6,3,0,1581
9th,WR,WR,WR,QB,WR,RB,TE,TE,QB,0,4,5,0,1581
1st,RB,RB,WR,QB,TE,WR,WR,TE,WR,1,2,5,1,1581
6th,WR,RB,RB,RB,QB,WR,WR,QB,WR,0,2,4,3,1581
9th,RB,WR,WR,WR,QB,WR,WR,TE,QB,0,6,2,1,1581
9th,RB,WR,QB,QB,TE,TE,WR,WR,WR,0,6,3,0,1581
12th,RB,RB,RB,RB,RB,WR,WR,TE,TE,3,0,6,0,1581
4th,RB,RB,RB,RB,RB,WR,QB,QB,TE,1,0,7,1,1581
4th,RB,WR,WR,QB,WR,WR,WR,WR,WR,1,6,0,2,1581
1st,RB,TE,WR,TE,QB,WR,QB,WR,WR,0,6,3,0,1581
12th,WR,WR,WR,QB,TE,QB,QB,RB,WR,0,5,4,0,1581
12th,WR,RB,RB,QB,WR,WR,RB,RB,WR,1,2,3,3,1581
1st,RB,WR,WR,QB,WR,WR,WR,WR,WR,1,6,0,2,1581
12th,RB,WR,WR,WR,TE,WR,RB,QB,WR,1,4,3,1,1581
9th,RB,WR,RB,QB,WR,WR,WR,RB,QB,0,2,4,3,1581
9th,RB,WR,RB,QB,TE,RB,WR,WR,WR,2,3,4,0,1581
1st,WR,WR,WR,WR,WR,RB,RB,RB,RB,2,2,2,3,1581
1st,WR,RB,RB,WR,WR,QB,QB,WR,TE,1,3,3,2,1581
1st,RB,RB,RB,WR,WR,WR,WR,QB,TE,1,2,4,2,1581
1st,WR,WR,TE,RB,TE,QB,RB,RB,RB,2,2,5,0,1581
9th,RB,RB,TE,WR,WR,QB,WR,RB,WR,1,2,5,1,1581
1st,RB,TE,RB,WR,WR,WR,QB,RB,WR,1,3,4,1,1581
6th,RB,WR,QB,RB,TE,WR,WR,WR,TE,0,4,5,0,1581
6th,RB,WR,RB,QB,WR,RB,TE,TE,WR,0,2,7,0,1581
12th,RB,RB,RB,WR,WR,QB,QB,WR,TE,0,2,6,1,1581
9th,RB,WR,WR,TE,TE,QB,QB,WR,WR,0,6,3,0,1581
9th,RB,WR,QB,WR,RB,WR,RB,TE,WR,1,3,4,1,1581
9th,RB,WR,QB,RB,RB,WR,QB,WR,TE,0,4,4,1,1581
12th,RB,WR,WR,QB,WR,QB,WR,TE,WR,0,6,2,1,1581
12th,RB,RB,WR,RB,WR,RB,QB,TE,WR,2,1,5,1,1581
12th,WR,WR,WR,RB,TE,RB,QB,RB,QB,0,3,5,1,1581
1st,TE,RB,RB,QB,QB,RB,RB,RB,TE,0,0,9,0,1581
12th,WR,RB,QB,RB,QB,TE,RB,QB,WR,0,2,5,2,1581
9th,RB,RB,TE,WR,WR,QB,WR,RB,WR,1,3,4,1,1581
1st,WR,WR,WR,QB,TE,QB,TE,WR,WR,0,7,2,0,1581
12th,RB,RB,WR,WR,TE,QB,WR,QB,RB,1,4,3,1,1581
9th,RB,RB,WR,QB,TE,WR,WR,TE,WR,1,2,5,1,1581
6th,RB,WR,QB,WR,RB,WR,RB,TE,WR,1,3,4,1,1581
1st,RB,RB,WR,QB,WR,TE,WR,TE,QB,0,2,5,2,1581
12th,WR,RB,RB,RB,WR,QB,RB,QB,WR,1,3,3,2,1581
1st,RB,RB,WR,TE,QB,RB,RB,RB,QB,0,4,4,1,1581
1st,RB,WR,QB,QB,RB,WR,WR,RB,RB,0,1,5,3,1581
1st,RB,RB,QB,TE,RB,WR,TE,QB,WR,0,1,8,0,1580.97832
1st,RB,WR,WR,WR,WR,RB,TE,TE,WR,2,3,4,0,1580.97024
12th,WR,WR,RB,TE,RB,WR,WR,QB,WR,1,4,3,1,1580.9614
1st,TE,RB,WR,QB,QB,WR,WR,RB,RB,0,2,6,1,1580.96112
12th,RB,RB,QB,WR,WR,RB,WR,TE,WR,1,2,5,1,1580.95714
1st,WR,WR,WR,WR,WR,QB,RB,WR,WR,1,4,1,3,1580.95642
6th,RB,WR,QB,WR,WR,RB,QB,TE,QB,0,4,4,1,1580.95542
9th,WR,WR,TE,RB,WR,QB,WR,TE,WR,1,5,3,0,1580.93996
12th,WR,RB,RB,RB,QB,QB,TE,TE,RB,0,2,7,0,1580.92892
1st,WR,RB,WR,TE,WR,WR,QB,RB,WR,1,3,4,1,1580.9186
4th,WR,RB,RB,WR,TE,WR,QB,TE,RB,1,3,5,0,1580.9165
1st,RB,WR,QB,WR,WR,RB,TE,TE,WR,1,3,5,0,1580.9152
9th,WR,WR,WR,WR,WR,WR,WR,QB,RB,2,5,0,2,1580.90048
12th,RB,RB,TE,WR,QB,WR,RB,WR,QB,0,3,5,1,1580.8865
1st,RB,WR,TE,RB,WR,QB,QB,WR,WR,0,3,5,1,1580.85858
4th,WR,RB,TE,RB,QB,WR,QB,TE,RB,0,2,7,0,1580.85162
1st,WR,WR,RB,QB,RB,WR,TE,RB,WR,1,3,4,1,1580.83232
1st,RB,WR,WR,RB,RB,WR,QB,WR,RB,1,2,4,2,1580.82382
9th,RB,WR,RB,QB,RB,RB,QB,WR,WR,0,2,5,2,1580.82082
6th,RB,RB,RB,QB,TE,WR,WR,WR,TE,1,2,6,0,1580.81766
1st,TE,WR,RB,WR,QB,WR,RB,WR,QB,0,3,5,1,1580.81314
6th,RB,WR,TE,TE,QB,WR,WR,WR,RB,1,4,4,0,1580.81262
12th,RB,RB,RB,QB,WR,QB,TE,WR,WR,0,2,6,1,1580.80922
6th,RB,RB,WR,RB,TE,QB,WR,WR,RB,1,1,6,1,1580.79602
9th,RB,WR,QB,RB,QB,WR,RB,WR,WR,0,2,5,2,1580.79338
6th,RB,WR,QB,TE,WR,TE,WR,QB,RB,0,3,6,0,1580.77992
6th,RB,WR,QB,RB,RB,RB,TE,WR,WR,1,1,6,1,1580.77858
1st,RB,RB,RB,WR,WR,TE,RB,WR,QB,1,1,6,1,1580.7572
4th,RB,WR,TE,RB,WR,WR,QB,WR,WR,1,3,4,1,1580.72778
12th,TE,RB,WR,QB,QB,WR,WR,RB,RB,0,2,6,1,1580.71244
12th,WR,WR,QB,TE,RB,QB,WR,RB,RB,0,3,5,1,1580.68238
4th,RB,RB,RB,QB,TE,WR,WR,TE,WR,1,1,7,0,1580.66852
6th,RB,WR,QB,WR,RB,WR,TE,RB,WR,1,3,4,1,1580.66722
9th,WR,RB,QB,WR,RB,QB,WR,WR,RB,0,3,4,2,1580.66382
12th,WR,RB,WR,RB,TE,WR,WR,WR,WR,3,2,3,1,1580.65904
1st,RB,WR,QB,RB,WR,QB,WR,RB,WR,0,2,5,2,1580.65076
9th,WR,WR,WR,QB,WR,RB,RB,RB,WR,1,3,3,2,1580.64634
12th,WR,RB,QB,RB,WR,RB,WR,RB,TE,1,2,5,1,1580.64494
4th,WR,RB,TE,RB,QB,QB,WR,TE,RB,0,2,7,0,1580.6291
4th,WR,RB,RB,QB,QB,QB,TE,TE,RB,0,2,7,0,1580.61104
9th,RB,WR,QB,TE,QB,WR,TE,WR,RB,0,3,6,0,1580.59882
1st,RB,WR,WR,RB,RB,WR,RB,WR,TE,3,1,4,1,1580.59874
12th,WR,RB,WR,QB,WR,TE,RB,RB,TE,1,2,5,1,1580.59486
1st,WR,RB,TE,WR,RB,WR,QB,RB,RB,1,1,6,1,1580.59396
6th,RB,RB,QB,TE,WR,RB,QB,RB,WR,0,1,7,1,1580.5863
6th,RB,WR,TE,WR,WR,TE,RB,QB,WR,1,4,4,0,1580.57742
6th,WR,RB,WR,QB,RB,QB,WR,WR,WR,0,4,3,2,1580.54428
9th,WR,WR,QB,WR,RB,RB,WR,QB,TE,0,4,4,1,1580.5353
4th,WR,RB,WR,RB,QB,RB,TE,WR,WR,1,3,4,1,1580.53442
9th,WR,RB,TE,QB,WR,WR,QB,RB,RB,0,4,4,1,1580.52978
4th,WR,RB,TE,WR,QB,RB,RB,QB,TE,0,2,7,0,1580.52776
1st,WR,WR,RB,RB,WR,QB,RB,WR,RB,1,1,4,3,1580.4926
9th,WR,RB,WR,WR,WR,QB,RB,TE,WR,1,4,3,1,1580.49162
1st,WR,WR,QB,WR,RB,QB,WR,WR,RB,0,5,2,2,1580.48826
12th,WR,WR,RB,RB,TE,QB,WR,WR,QB,0,4,4,1,1580.47054
12th,WR,WR,WR,RB,TE,QB,WR,TE,TE,1,5,3,0,1580.4631
9th,RB,WR,QB,QB,RB,TE,RB,WR,WR,0,3,5,1,1580.44932
9th,RB,WR,WR,QB,WR,TE,WR,QB,WR,0,4,5,0,1580.4453
9th,WR,WR,RB,QB,WR,WR,TE,RB,RB,1,2,5,1,1580.43974
1st,RB,RB,TE,QB,WR,RB,WR,RB,WR,1,1,6,1,1580.43218
6th,RB,WR,QB,RB,WR,WR,WR,TE,QB,0,3,5,1,1580.42336
1st,WR,WR,RB,TE,RB,WR,WR,QB,WR,1,4,3,1,1580.40158
12th,RB,RB,RB,TE,RB,WR,TE,QB,QB,0,0,9,0,1580.37252
6th,RB,RB,RB,TE,WR,QB,WR,WR,WR,1,2,5,1,1580.36932
6th,WR,QB,WR,RB,WR,RB,TE,WR,RB,1,3,4,1,1580.3663
4th,WR,RB,TE,QB,WR,WR,RB,RB,TE,1,1,7,0,1580.36546
4th,WR,RB,WR,TE,WR,QB,TE,RB,RB,1,2,6,0,1580.36388
6th,RB,WR,QB,RB,QB,TE,WR,WR,WR,0,2,6,1,1580.35266
6th,WR,WR,QB,RB,QB,TE,WR,WR,WR,0,5,3,1,1580.35238
4th,WR,RB,WR,WR,WR,TE,RB,RB,WR,2,2,4,1,1580.34998
6th,RB,WR,TE,RB,RB,QB,QB,RB,WR,0,2,6,1,1580.34884
12th,WR,QB,WR,WR,WR,QB,RB,WR,WR,0,6,1,2,1580.32026
4th,WR,RB,TE,WR,QB,QB,RB,WR,WR,0,5,3,1,1580.31992
12th,WR,RB,WR,TE,WR,QB,TE,RB,RB,1,2,6,0,1580.31502
6th,WR,QB,TE,RB,WR,RB,QB,WR,RB,0,4,4,1,1580.30154
1st,WR,RB,TE,WR,RB,QB,TE,QB,WR,0,4,5,0,1580.29508
4th,WR,WR,RB,WR,QB,WR,RB,WR,RB,1,3,3,2,1580.28934
6th,RB,RB,WR,WR,QB,RB,WR,WR,RB,1,1,5,2,1580.26976
9th,WR,RB,TE,QB,RB,RB,WR,QB,TE,0,2,7,0,1580.2671
6th,RB,RB,RB,WR,WR,WR,WR,QB,TE,1,1,6,1,1580.23066
12th,WR,RB,TE,QB,WR,WR,RB,RB,TE,1,1,7,0,1580.22282
12th,WR,WR,TE,RB,WR,QB,WR,TE,WR,1,5,3,0,1580.21072
9th,RB,RB,RB,TE,WR,QB,QB,QB,WR,0,1,7,1,1580.16888
12th,RB,RB,RB,WR,TE,RB,WR,QB,QB,0,2,6,1,1580.16884
9th,RB,RB,TE,QB,RB,WR,WR,RB,WR,1,1,6,1,1580.16298
1st,RB,WR,QB,QB,WR,TE,WR,RB,WR,0,3,5,1,1580.1587
1st,RB,RB,RB,QB,WR,RB,RB,RB,WR,1,0,6,2,1580.15602
9th,WR,WR,WR,WR,WR,WR,WR,QB,TE,1,7,0,1,1580.13256
4th,RB,RB,RB,WR,WR,QB,TE,WR,QB,0,2,6,1,1580.09724
6th,WR,RB,QB,RB,TE,WR,QB,RB,TE,0,3,6,0,1580.09708
12th,RB,WR,WR,WR,WR,RB,QB,TE,RB,1,3,4,1,1580.08916
4th,WR,RB,TE,WR,QB,TE,RB,TE,WR,1,3,5,0,1580.07668
9th,RB,QB,RB,QB,WR,WR,RB,TE,WR,0,3,5,1,1580.05912
6th,WR,RB,RB,WR,QB,TE,RB,QB,TE,0,3,6,0,1580.02214
9th,RB,RB,RB,WR,WR,QB,WR,TE,QB,0,1,7,1,1580.02204
1st,WR,RB,RB,TE,QB,TE,RB,QB,TE,0,2,7,0,1580.02196
4th,RB,RB,QB,QB,WR,RB,WR,RB,WR,0,0,7,2,1580.00244
12th,RB,RB,RB,RB,RB,WR,QB,QB,TE,1,0,7,1,1580
1st,RB,RB,WR,WR,TE,RB,WR,QB,WR,2,4,3,0,1580
9th,WR,WR,RB,QB,WR,RB,WR,TE,TE,2,3,3,1,1580
4th,RB,RB,WR,RB,QB,WR,TE,WR,RB,1,3,4,1,1580
1st,WR,RB,RB,QB,QB,RB,WR,TE,RB,0,3,5,1,1580
4th,RB,RB,RB,TE,TE,QB,QB,WR,WR,0,0,9,0,1580
4th,RB,RB,WR,RB,WR,QB,WR,RB,TE,1,2,4,2,1580
4th,RB,WR,WR,WR,RB,TE,QB,TE,RB,2,1,5,1,1580
4th,WR,RB,WR,TE,QB,TE,WR,RB,RB,0,4,5,0,1580
9th,WR,WR,QB,QB,WR,WR,RB,WR,TE,0,5,4,0,1580
1st,WR,WR,TE,TE,WR,QB,RB,TE,RB,2,3,4,0,1580
12th,WR,WR,WR,RB,QB,RB,RB,RB,WR,1,1,4,3,1580
12th,RB,WR,WR,QB,QB,WR,WR,TE,WR,0,6,2,1,1580
1st,RB,RB,WR,TE,RB,TE,WR,QB,QB,1,2,5,1,1580
4th,RB,RB,WR,WR,WR,WR,RB,WR,QB,1,2,3,3,1580
4th,RB,RB,RB,WR,QB,WR,RB,TE,RB,2,0,5,2,1580
